dataset_label,paper,paper_label
RefCOCO+ testA,https://identifiers.org/ito:ITO_50112,Multi-Grained Vision Language Pre-Training: Aligning Texts with Visual Concepts
RefCOCO+ test B,https://identifiers.org/ito:ITO_50112,Multi-Grained Vision Language Pre-Training: Aligning Texts with Visual Concepts
RefCOCO+ val,https://identifiers.org/ito:ITO_50112,Multi-Grained Vision Language Pre-Training: Aligning Texts with Visual Concepts
VidOR,https://identifiers.org/ito:ITO_54511,What and When to Look?: Temporal Span Proposal Network for Video Visual Relation Detection
ImageNet-VidVRD,https://identifiers.org/ito:ITO_54511,What and When to Look?: Temporal Span Proposal Network for Video Visual Relation Detection
Visual Genome,https://identifiers.org/ito:ITO_50151,PEVL: Position-enhanced Pre-training and Prompt Tuning for Vision-language Models
VRD Phrase Detection,https://identifiers.org/ito:ITO_08998,Visual Relationship Detection with Language Priors
VRD Phrase Detection,https://identifiers.org/ito:ITO_54498,Visual Translation Embedding Network for Visual Relation Detection
VRD Phrase Detection,https://identifiers.org/ito:ITO_54496,Deep Variation-structured Reinforcement Learning for Visual Relationship and Attribute Detection
VRD Phrase Detection,https://identifiers.org/ito:ITO_54494,Detecting Visual Relationships with Deep Relational Networks
VRD Phrase Detection,https://identifiers.org/ito:ITO_54492,Visual Relationship Detection with Internal and External Linguistic Knowledge Distillation
VRD Relationship Detection,https://identifiers.org/ito:ITO_08998,Visual Relationship Detection with Language Priors
VRD Relationship Detection,https://identifiers.org/ito:ITO_54498,Visual Translation Embedding Network for Visual Relation Detection
VRD Relationship Detection,https://identifiers.org/ito:ITO_54496,Deep Variation-structured Reinforcement Learning for Visual Relationship and Attribute Detection
VRD Relationship Detection,https://identifiers.org/ito:ITO_54494,Detecting Visual Relationships with Deep Relational Networks
VRD Relationship Detection,https://identifiers.org/ito:ITO_54492,Visual Relationship Detection with Internal and External Linguistic Knowledge Distillation
VRD Predicate Detection,https://identifiers.org/ito:ITO_08998,Visual Relationship Detection with Language Priors
VRD Predicate Detection,https://identifiers.org/ito:ITO_54494,Detecting Visual Relationships with Deep Relational Networks
VRD Predicate Detection,https://identifiers.org/ito:ITO_54492,Visual Relationship Detection with Internal and External Linguistic Knowledge Distillation
VRD Predicate Detection,https://identifiers.org/ito:ITO_54505,Visual relationship detection with deep structural ranking
VRD Predicate Detection,https://identifiers.org/ito:ITO_08710,BLOCK: Bilinear Superdiagonal Fusion for Visual Question Answering and Visual Relationship Detection
OTB-2013,https://identifiers.org/ito:ITO_47783,Learning to Update for Object Tracking with Recurrent Meta-learner
OTB-100,https://identifiers.org/ito:ITO_47783,Learning to Update for Object Tracking with Recurrent Meta-learner
Wizard of Wikipedia,https://identifiers.org/ito:ITO_21118,Multi-Modal Open-Domain Dialogue
BlendedSkillTalk,https://identifiers.org/ito:ITO_21118,Multi-Modal Open-Domain Dialogue
ConvAI2,https://identifiers.org/ito:ITO_21118,Multi-Modal Open-Domain Dialogue
VisDial v1.0 test-std,https://identifiers.org/ito:ITO_45323,Ensemble of MRR and NDCG models for Visual Dialog
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_21153,Visual dialog
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_08715,Learning to Reason: End-to-End Module Networks for Visual Question Answering
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_04608,Visual Coreference Resolution in Visual Dialog using Neural Module Networks
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_21149,Recursive Visual Attention in Visual Dialog
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_04614,Making History Matter: History-Advantage Sequence Training for Visual Dialog
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_04603,Factor Graph Attention
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_45323,Ensemble of MRR and NDCG models for Visual Dialog
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_21166,Efficient Attention Mechanism for Visual Dialog that can Handle All the Interactions between Multiple Inputs
Visual Dialog v1.0 test-std,https://identifiers.org/ito:ITO_21200,Image-Question-Answer Synergistic Network for Visual Dialog
EmpatheticDialogues,https://identifiers.org/ito:ITO_21118,Multi-Modal Open-Domain Dialogue
VisDial v0.9 val,https://identifiers.org/ito:ITO_08759,Hierarchical Question-Image Co-Attention for Visual Question Answering
VisDial v0.9 val,https://identifiers.org/ito:ITO_21142,Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model
VisDial v0.9 val,https://identifiers.org/ito:ITO_04621,Are You Talking to Me? Reasoned Visual Dialog Generation through Adversarial Learning
VisDial v0.9 val,https://identifiers.org/ito:ITO_04608,Visual Coreference Resolution in Visual Dialog using Neural Module Networks
VisDial v0.9 val,https://identifiers.org/ito:ITO_04606,Dual Attention Networks for Visual Reference Resolution in Visual Dialog
VisDial v0.9 val,https://identifiers.org/ito:ITO_04603,Factor Graph Attention
VisDial v0.9 val,https://identifiers.org/ito:ITO_21153,Visual dialog
VisDial v0.9 val,https://identifiers.org/ito:ITO_21149,Recursive Visual Attention in Visual Dialog
VisDial v0.9 val,https://identifiers.org/ito:ITO_04623,Visual Reference Resolution using Attention Memory for Visual Dialog
VisDial v0.9 val,https://identifiers.org/ito:ITO_04614,Making History Matter: History-Advantage Sequence Training for Visual Dialog
Image-Chat,https://identifiers.org/ito:ITO_21118,Multi-Modal Open-Domain Dialogue
RobotCar Seasons v2,https://identifiers.org/ito:ITO_30395,Patch-NetVLAD: Multi-Scale Fusion of Locally-Global Descriptors for Place Recognition
Extended CMU Seasons,https://identifiers.org/ito:ITO_30395,Patch-NetVLAD: Multi-Scale Fusion of Locally-Global Descriptors for Place Recognition
Nordland,https://identifiers.org/ito:ITO_30395,Patch-NetVLAD: Multi-Scale Fusion of Locally-Global Descriptors for Place Recognition
KITTI,https://identifiers.org/ito:ITO_33984,SSC: Semantic Scan Context for Large-Scale Place Recognition
Mapillary val,https://identifiers.org/ito:ITO_55833,Generalized Contrastive Optimization of Siamese Networks for Place Recognition
Mapillary val,https://identifiers.org/ito:ITO_55104,Rethinking Visual Geo-localization for Large-Scale Applications
Oxford RobotCar (LiDAR 4096 points+RGB),https://identifiers.org/ito:ITO_33995,MinkLoc++: Lidar and Monocular Image Fusion for Place Recognition
Berlin Kudamm,https://identifiers.org/ito:ITO_55843,NetVLAD: CNN architecture for weakly supervised place recognition
Berlin Kudamm,https://identifiers.org/ito:ITO_55841,From Coarse to Fine: Robust Hierarchical Localization at Large Scale
Berlin Kudamm,https://identifiers.org/ito:ITO_55839,SuperGlue: Learning Feature Matching with Graph Neural Networks
Berlin Kudamm,https://identifiers.org/ito:ITO_55828,A Hierarchical Dual Model of Environment- and Place-Specific Utility for Visual Place Recognition
St Lucia,https://identifiers.org/ito:ITO_55104,Rethinking Visual Geo-localization for Large-Scale Applications
Pittsburgh-250k-test,https://identifiers.org/ito:ITO_55104,Rethinking Visual Geo-localization for Large-Scale Applications
SF-XL test v2,https://identifiers.org/ito:ITO_55104,Rethinking Visual Geo-localization for Large-Scale Applications
Tokyo247,https://identifiers.org/ito:ITO_30395,Patch-NetVLAD: Multi-Scale Fusion of Locally-Global Descriptors for Place Recognition
Tokyo247,https://identifiers.org/ito:ITO_55104,Rethinking Visual Geo-localization for Large-Scale Applications
Mapillary test,https://identifiers.org/ito:ITO_55833,Generalized Contrastive Optimization of Siamese Networks for Place Recognition
SF-XL test v1,https://identifiers.org/ito:ITO_55104,Rethinking Visual Geo-localization for Large-Scale Applications
Pittsburgh-30k-test,https://identifiers.org/ito:ITO_30395,Patch-NetVLAD: Multi-Scale Fusion of Locally-Global Descriptors for Place Recognition
Pittsburgh-30k-test,https://identifiers.org/ito:ITO_55104,Rethinking Visual Geo-localization for Large-Scale Applications
Pittsburgh-30k-test,https://identifiers.org/ito:ITO_55833,Generalized Contrastive Optimization of Siamese Networks for Place Recognition
VCR (QA-R) dev,https://identifiers.org/ito:ITO_50151,PEVL: Position-enhanced Pre-training and Prompt Tuning for Vision-language Models
VCR (Q-A) test,https://identifiers.org/ito:ITO_50151,PEVL: Position-enhanced Pre-training and Prompt Tuning for Vision-language Models
VCR (Q-A) dev,https://identifiers.org/ito:ITO_50151,PEVL: Position-enhanced Pre-training and Prompt Tuning for Vision-language Models
VCR (Q-AR) dev,https://identifiers.org/ito:ITO_50151,PEVL: Position-enhanced Pre-training and Prompt Tuning for Vision-language Models
VCR (Q-AR) test,https://identifiers.org/ito:ITO_50151,PEVL: Position-enhanced Pre-training and Prompt Tuning for Vision-language Models
VCR (QA-R) test,https://identifiers.org/ito:ITO_50151,PEVL: Position-enhanced Pre-training and Prompt Tuning for Vision-language Models
GD-VCR,https://identifiers.org/ito:ITO_51224,Broaden the Vision: Geo-Diverse Visual Commonsense Reasoning
NLVR,https://identifiers.org/ito:ITO_08694,VisualBERT: A Simple and Performant Baseline for Vision and Language
PHYRE-1B-Within,https://identifiers.org/ito:ITO_28133,PHYRE: A New Benchmark for Physical Reasoning
PHYRE-1B-Within,https://identifiers.org/ito:ITO_28129,Forward Prediction for Physical Reasoning
PHYRE-1B-Within,https://identifiers.org/ito:ITO_28127,Learning Long-term Visual Dynamics with Region Proposal Interaction Networks
NLVR2 Test,https://identifiers.org/ito:ITO_08700,LXMERT: Learning Cross-Modality Encoder Representations from Transformers
NLVR2 Test,https://identifiers.org/ito:ITO_27051,UNITER: UNiversal Image-TExt Representation Learning
NLVR2 Test,https://identifiers.org/ito:ITO_50114,Align before Fuse: Vision and Language Representation Learning with Momentum Distillation
NLVR2 Test,https://identifiers.org/ito:ITO_50110,SimVLM: Simple Visual Language Model Pretraining with Weak Supervision
NLVR2 Test,https://identifiers.org/ito:ITO_50106,VLMo: Unified Vision-Language Pre-Training with Mixture-of-Modality-Experts
NLVR2 Test,https://identifiers.org/ito:ITO_47854,CoCa: Contrastive Captioners are Image-Text Foundation Models
NLVR2 Dev,https://identifiers.org/ito:ITO_08700,LXMERT: Learning Cross-Modality Encoder Representations from Transformers
NLVR2 Dev,https://identifiers.org/ito:ITO_27076,ViLT: Vision-and-Language Transformer Without Convolution or Region Supervision
NLVR2 Dev,https://identifiers.org/ito:ITO_51208,Seeing Out of tHe bOx: End-to-End Pre-training for Vision-Language Representation Learning
NLVR2 Dev,https://identifiers.org/ito:ITO_50114,Align before Fuse: Vision and Language Representation Learning with Momentum Distillation
NLVR2 Dev,https://identifiers.org/ito:ITO_50110,SimVLM: Simple Visual Language Model Pretraining with Weak Supervision
NLVR2 Dev,https://identifiers.org/ito:ITO_50106,VLMo: Unified Vision-Language Pre-Training with Mixture-of-Modality-Experts
NLVR2 Dev,https://identifiers.org/ito:ITO_47854,CoCa: Contrastive Captioners are Image-Text Foundation Models
VSR,https://identifiers.org/ito:ITO_51212,Visual Spatial Reasoning
PHYRE-1B-Cross,https://identifiers.org/ito:ITO_28133,PHYRE: A New Benchmark for Physical Reasoning
PHYRE-1B-Cross,https://identifiers.org/ito:ITO_28129,Forward Prediction for Physical Reasoning
PHYRE-1B-Cross,https://identifiers.org/ito:ITO_28127,Learning Long-term Visual Dynamics with Region Proposal Interaction Networks
Lip2Wav (DL),https://identifiers.org/ito:ITO_20979,Learning Individual Speaking Styles for Accurate Lip to Speech Synthesis
Lip2Wav (DL),https://identifiers.org/ito:ITO_45082,Speech Reconstruction with Reminiscent Sound via Visual Voice Memory
Lip2Wav (Chess),https://identifiers.org/ito:ITO_20979,Learning Individual Speaking Styles for Accurate Lip to Speech Synthesis
Lip2Wav (Chess),https://identifiers.org/ito:ITO_45082,Speech Reconstruction with Reminiscent Sound via Visual Voice Memory
Lip2Wav (EH),https://identifiers.org/ito:ITO_20979,Learning Individual Speaking Styles for Accurate Lip to Speech Synthesis
Lip2Wav (EH),https://identifiers.org/ito:ITO_45082,Speech Reconstruction with Reminiscent Sound via Visual Voice Memory
GRID corpus (mixed-speech),https://identifiers.org/ito:ITO_45082,Speech Reconstruction with Reminiscent Sound via Visual Voice Memory
Lip2Wav (HS),https://identifiers.org/ito:ITO_20979,Learning Individual Speaking Styles for Accurate Lip to Speech Synthesis
Lip2Wav (HS),https://identifiers.org/ito:ITO_45082,Speech Reconstruction with Reminiscent Sound via Visual Voice Memory
Lip2Wav (Chem),https://identifiers.org/ito:ITO_20979,Learning Individual Speaking Styles for Accurate Lip to Speech Synthesis
Lip2Wav (Chem),https://identifiers.org/ito:ITO_45082,Speech Reconstruction with Reminiscent Sound via Visual Voice Memory
LRS3-TED,https://identifiers.org/ito:ITO_45075,Sub-word Level Lip Reading With Visual Attention
PASCAL VOC 2012 val,https://identifiers.org/ito:ITO_59876,BBAM: Bounding Box Attribution Map for Weakly Supervised Semantic and Instance Segmentation
COCO test-dev,https://identifiers.org/ito:ITO_59870,BoxInst: High-Performance Instance Segmentation with Box Annotations
COCO test-dev,https://identifiers.org/ito:ITO_59867,DiscoBox: Weakly Supervised Instance Segmentation and Semantic Correspondence from Box Supervision
COCO 2017 val,https://identifiers.org/ito:ITO_59867,DiscoBox: Weakly Supervised Instance Segmentation and Semantic Correspondence from Box Supervision
ActivityNet,https://identifiers.org/ito:ITO_62750,Rethinking Zero-shot Video Classification: End-to-end Training for Realistic Applications
ActivityNet,https://identifiers.org/ito:ITO_62749,Cross-modal Representation Learning for Zero-shot Action Recognition
UCF101,https://identifiers.org/ito:ITO_07573,Evaluation of Output Embeddings for Fine-Grained Image Classification
UCF101,https://identifiers.org/ito:ITO_62772,An embarrassingly simple approach to zero-shot learning
UCF101,https://identifiers.org/ito:ITO_62762,Objects2action: Classifying and localizing actions without any video example
UCF101,https://identifiers.org/ito:ITO_62760,I Know the Relationships: Zero-Shot Action Recognition via Two-Stream Graph Convolutional Networks and Knowledge Graphs
UCF101,https://identifiers.org/ito:ITO_62750,Rethinking Zero-shot Video Classification: End-to-end Training for Realistic Applications
UCF101,https://identifiers.org/ito:ITO_62758,Elaborative Rehearsal for Zero-shot Action Recognition
UCF101,https://identifiers.org/ito:ITO_62756,Alignment-Uniformity aware Representation Learning for Zero-shot Video Classification
UCF101,https://identifiers.org/ito:ITO_62749,Cross-modal Representation Learning for Zero-shot Action Recognition
UCF101,https://identifiers.org/ito:ITO_62753,Multimodal Open-Vocabulary Video Classification via Pre-Trained Vision and Language Models
Kinetics,https://identifiers.org/ito:ITO_62782,DeViSE: A Deep Visual-Semantic Embedding Model
Kinetics,https://identifiers.org/ito:ITO_62758,Elaborative Rehearsal for Zero-shot Action Recognition
